procedure	provider	city	region	district	price_inr	rating	phone
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	4386	4.7	+91-7244820724
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	556	4.7	+91-7244820724
Dengue Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	684	4.7	+91-7244820724
ECG	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	462	4.7	+91-7244820724
HbA1c Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	521	4.7	+91-7244820724
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	656	4.7	+91-7244820724
Lipid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	629	4.7	+91-7244820724
Liver Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	783	4.7	+91-7244820724
MRI Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	6385	4.7	+91-7244820724
MRI Spine	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	6651	4.7	+91-7244820724
Mammography	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	2154	4.7	+91-7244820724
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	641	4.7	+91-7244820724
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1442	4.7	+91-7244820724
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	211	4.7	+91-7244820724
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Madgul	943	4.7	+91-7244820724
2D Echo	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	2081	4.3	+91-9579837389
Blood Sugar Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	191	4.3	+91-9579837389
CBC Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	328	4.3	+91-9579837389
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	888	4.3	+91-9579837389
CT Scan Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	4007	4.3	+91-9579837389
CT Scan Chest	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	4641	4.3	+91-9579837389
Chest X-Ray	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	525	4.3	+91-9579837389
Dengue Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	695	4.3	+91-9579837389
ECG	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	439	4.3	+91-9579837389
HbA1c Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	415	4.3	+91-9579837389
Kidney Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	776	4.3	+91-9579837389
Lipid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	728	4.3	+91-9579837389
Liver Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	754	4.3	+91-9579837389
MRI Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	5762	4.3	+91-9579837389
MRI Spine	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	5713	4.3	+91-9579837389
Mammography	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	1790	4.3	+91-9579837389
Thyroid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	505	4.3	+91-9579837389
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	1766	4.3	+91-9579837389
Urine Routine Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	221	4.3	+91-9579837389
Vitamin D Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Madgul	948	4.3	+91-9579837389
2D Echo	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	2145	3.4	+91-8416497852
Blood Sugar Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	214	3.4	+91-8416497852
CBC Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	338	3.4	+91-8416497852
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	750	3.4	+91-8416497852
CT Scan Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	3667	3.4	+91-8416497852
CT Scan Chest	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	5052	3.4	+91-8416497852
Chest X-Ray	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	550	3.4	+91-8416497852
Dengue Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	574	3.4	+91-8416497852
ECG	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	397	3.4	+91-8416497852
HbA1c Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	397	3.4	+91-8416497852
Kidney Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	718	3.4	+91-8416497852
Lipid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	704	3.4	+91-8416497852
Liver Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	679	3.4	+91-8416497852
MRI Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	5287	3.4	+91-8416497852
MRI Spine	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	6924	3.4	+91-8416497852
Mammography	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	1682	3.4	+91-8416497852
Thyroid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	624	3.4	+91-8416497852
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	1849	3.4	+91-8416497852
Urine Routine Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	212	3.4	+91-8416497852
Vitamin D Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Madgul	965	3.4	+91-8416497852
2D Echo	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	2262	4.4	+91-9467183129
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	213	4.4	+91-9467183129
CBC Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	411	4.4	+91-9467183129
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	912	4.4	+91-9467183129
CT Scan Brain	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	3311	4.4	+91-9467183129
CT Scan Chest	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	4529	4.4	+91-9467183129
Chest X-Ray	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	580	4.4	+91-9467183129
Dengue Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	553	4.4	+91-9467183129
ECG	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	383	4.4	+91-9467183129
HbA1c Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	474	4.4	+91-9467183129
Kidney Function Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	689	4.4	+91-9467183129
Lipid Profile	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	627	4.4	+91-9467183129
Liver Function Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	759	4.4	+91-9467183129
MRI Brain	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	5399	4.4	+91-9467183129
MRI Spine	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	6753	4.4	+91-9467183129
Mammography	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1850	4.4	+91-9467183129
Thyroid Profile	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	643	4.4	+91-9467183129
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1557	4.4	+91-9467183129
Urine Routine Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	180	4.4	+91-9467183129
Vitamin D Test	MediCare Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1016	4.4	+91-9467183129
2D Echo	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	2162	3.4	+91-9993345994
Blood Sugar Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	217	3.4	+91-9993345994
CBC Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	364	3.4	+91-9993345994
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	742	3.4	+91-9993345994
CT Scan Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	3911	3.4	+91-9993345994
CT Scan Chest	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	4868	3.4	+91-9993345994
Chest X-Ray	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	512	3.4	+91-9993345994
Dengue Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	685	3.4	+91-9993345994
ECG	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	469	3.4	+91-9993345994
HbA1c Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	446	3.4	+91-9993345994
Kidney Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	705	3.4	+91-9993345994
Lipid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	695	3.4	+91-9993345994
Liver Function Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	654	3.4	+91-9993345994
MRI Brain	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	6339	3.4	+91-9993345994
MRI Spine	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	6056	3.4	+91-9993345994
Mammography	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	1672	3.4	+91-9993345994
Thyroid Profile	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	559	3.4	+91-9993345994
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	1680	3.4	+91-9993345994
Urine Routine Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	213	3.4	+91-9993345994
Vitamin D Test	Prime Health Hospital	Hyderabad	Ranga Reddy District	Madgul	912	3.4	+91-9993345994
2D Echo	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	2292	3.5	+91-7772454975
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	212	3.5	+91-7772454975
CBC Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	339	3.5	+91-7772454975
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	772	3.5	+91-7772454975
CT Scan Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	3508	3.5	+91-7772454975
CT Scan Chest	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	4768	3.5	+91-7772454975
Chest X-Ray	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	538	3.5	+91-7772454975
Dengue Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	637	3.5	+91-7772454975
ECG	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	393	3.5	+91-7772454975
HbA1c Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	471	3.5	+91-7772454975
Kidney Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	655	3.5	+91-7772454975
Lipid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	636	3.5	+91-7772454975
Liver Function Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	744	3.5	+91-7772454975
MRI Brain	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	5751	3.5	+91-7772454975
MRI Spine	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	5432	3.5	+91-7772454975
Mammography	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	1773	3.5	+91-7772454975
Thyroid Profile	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	565	3.5	+91-7772454975
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	1505	3.5	+91-7772454975
Urine Routine Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	199	3.5	+91-7772454975
Vitamin D Test	Sunrise Medical Center	Hyderabad	Ranga Reddy District	Madgul	986	3.5	+91-7772454975
2D Echo	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	2344	4.6	+91-7621668109
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	180	4.6	+91-7621668109
CBC Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	399	4.6	+91-7621668109
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	878	4.6	+91-7621668109
CT Scan Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	3686	4.6	+91-7621668109
CT Scan Chest	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	4726	4.6	+91-7621668109
Chest X-Ray	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	590	4.6	+91-7621668109
Dengue Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	631	4.6	+91-7621668109
ECG	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	395	4.6	+91-7621668109
HbA1c Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	444	4.6	+91-7621668109
Kidney Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	683	4.6	+91-7621668109
Lipid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	621	4.6	+91-7621668109
Liver Function Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	785	4.6	+91-7621668109
MRI Brain	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	6391	4.6	+91-7621668109
MRI Spine	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	5523	4.6	+91-7621668109
Mammography	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1933	4.6	+91-7621668109
Thyroid Profile	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	533	4.6	+91-7621668109
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	1682	4.6	+91-7621668109
Urine Routine Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	195	4.6	+91-7621668109
Vitamin D Test	WellLife Diagnostics	Hyderabad	Ranga Reddy District	Madgul	908	4.6	+91-7621668109
2D Echo	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	2385	4.6	+91-8625875594
Blood Sugar Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	195	4.6	+91-8625875594
CBC Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	336	4.6	+91-8625875594
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	785	4.6	+91-8625875594
CT Scan Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	3362	4.6	+91-8625875594
CT Scan Chest	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	4796	4.6	+91-8625875594
Chest X-Ray	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	535	4.6	+91-8625875594
Dengue Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	716	4.6	+91-8625875594
ECG	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	388	4.6	+91-8625875594
HbA1c Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	466	4.6	+91-8625875594
Kidney Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	720	4.6	+91-8625875594
Lipid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	645	4.6	+91-8625875594
Liver Function Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	864	4.6	+91-8625875594
MRI Brain	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	5593	4.6	+91-8625875594
MRI Spine	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	7173	4.6	+91-8625875594
Mammography	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	2115	4.6	+91-8625875594
Thyroid Profile	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	627	4.6	+91-8625875594
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	1630	4.6	+91-8625875594
Urine Routine Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	213	4.6	+91-8625875594
Vitamin D Test	Apollo Care Center	Hyderabad	Ranga Reddy District	Maheshwaram	937	4.6	+91-8625875594
2D Echo	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	2260	4.3	+91-9185016838
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	198	4.3	+91-9185016838
CBC Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	355	4.3	+91-9185016838
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	692	4.3	+91-9185016838
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	4318	4.3	+91-9185016838
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	4455	4.3	+91-9185016838
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	576	4.3	+91-9185016838
Dengue Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	626	4.3	+91-9185016838
ECG	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	425	4.3	+91-9185016838
HbA1c Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	492	4.3	+91-9185016838
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	696	4.3	+91-9185016838
Lipid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	657	4.3	+91-9185016838
Liver Function Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	839	4.3	+91-9185016838
MRI Brain	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	5966	4.3	+91-9185016838
MRI Spine	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	7105	4.3	+91-9185016838
Mammography	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	1739	4.3	+91-9185016838
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	610	4.3	+91-9185016838
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	1738	4.3	+91-9185016838
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	186	4.3	+91-9185016838
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Ranga Reddy District	Maheshwaram	1095	4.3	+91-9185016838
2D Echo	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	2326	4.2	+91-9079565903
Blood Sugar Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	199	4.2	+91-9079565903
CBC Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	324	4.2	+91-9079565903
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	841	4.2	+91-9079565903
CT Scan Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	3313	4.2	+91-9079565903
CT Scan Chest	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	5093	4.2	+91-9079565903
Chest X-Ray	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	570	4.2	+91-9079565903
Dengue Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	644	4.2	+91-9079565903
ECG	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	458	4.2	+91-9079565903
HbA1c Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	473	4.2	+91-9079565903
Kidney Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	750	4.2	+91-9079565903
Lipid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	736	4.2	+91-9079565903
Liver Function Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	715	4.2	+91-9079565903
MRI Brain	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	5895	4.2	+91-9079565903
MRI Spine	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	5550	4.2	+91-9079565903
Mammography	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	2125	4.2	+91-9079565903
Thyroid Profile	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	568	4.2	+91-9079565903
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	1798	4.2	+91-9079565903
Urine Routine Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	179	4.2	+91-9079565903
Vitamin D Test	CityCare Hospital	Hyderabad	Ranga Reddy District	Maheshwaram	1134	4.2	+91-9079565903
2D Echo	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	2128	3.4	+91-7266870047
Blood Sugar Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	203	3.4	+91-7266870047
CBC Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	419	3.4	+91-7266870047
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	782	3.4	+91-7266870047
CT Scan Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	3562	3.4	+91-7266870047
CT Scan Chest	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	4919	3.4	+91-7266870047
Chest X-Ray	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	481	3.4	+91-7266870047
Dengue Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	587	3.4	+91-7266870047
ECG	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	391	3.4	+91-7266870047
HbA1c Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	483	3.4	+91-7266870047
Kidney Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	750	3.4	+91-7266870047
Lipid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	605	3.4	+91-7266870047
Liver Function Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	850	3.4	+91-7266870047
MRI Brain	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	5469	3.4	+91-7266870047
MRI Spine	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	6752	3.4	+91-7266870047
Mammography	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	2009	3.4	+91-7266870047
Thyroid Profile	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	517	3.4	+91-7266870047
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	1611	3.4	+91-7266870047
Urine Routine Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	193	3.4	+91-7266870047
Vitamin D Test	HealthPlus Labs	Hyderabad	Ranga Reddy District	Maheshwaram	935	3.4	+91-7266870047
